1,6706
3,59
9,124
27,216
81,558
243,2007
729,9843
2187,27314
6561,76915
19683,246072
59049,507232
177147,1366235
531441,4284021
1.59432e+06,8407968
4.78297e+06,29519696
1.43489e+07,74898915
