1,165
3,314
9,99
27,13
81,89
243,160
729,1511
2187,1117
6561,6367
19683,21158
59049,58093
177147,205852
531441,397797
1.59432e+06,1493344
4.78297e+06,5417291
1.43489e+07,21030729
