410120 2000 1 9.310000
410120 2000 2 13.260000
410120 2000 3 16.250000
410120 2000 4 19.430000
410120 2000 5 26.780001
410120 2000 6 26.670000
410120 2000 7 30.420000
410120 2000 8 31.040001
410120 2000 9 26.120001
410120 2000 10 20.080000
410120 2000 11 9.100000
410120 2000 12 4.790000
410120 2001 1 5.530000
410120 2001 2 9.020000
410120 2001 3 10.890000
410120 2001 4 18.690001
410120 2001 5 23.719999
410120 2001 6 27.830000
410120 2001 7 31.510000
410120 2001 8 29.840000
410120 2001 9 23.430000
410120 2001 10 18.049999
410120 2001 11 14.960000
410120 2001 12 9.210000
410120 2002 1 8.620000
410120 2002 2 7.960000
410120 2002 3 12.010000
410120 2002 4 19.650000
410120 2002 5 22.340000
410120 2002 6 26.139999
410120 2002 7 27.350000
410120 2002 8 28.620001
410120 2002 9 24.330000
410120 2002 10 17.030001
410120 2002 11 11.100000
410120 2002 12 8.160000
410120 2003 1 6.810000
410120 2003 2 7.880000
410120 2003 3 13.530000
410120 2003 4 18.430000
410120 2003 5 23.440001
410120 2003 6 25.400000
410120 2003 7 29.280001
410120 2003 8 29.400000
410120 2003 9 22.160000
410120 2003 10 20.190001
410120 2003 11 14.240000
410120 2003 12 9.860000
410120 2004 1 9.180000
410120 2004 2 7.460000
410120 2004 3 16.240000
410120 2004 4 18.400000
410120 2004 5 23.530001
410120 2004 6 25.889999
410120 2004 7 28.340000
410120 2004 8 26.629999
410120 2004 9 24.059999
410120 2004 10 20.469999
410120 2004 11 13.020000
410120 2004 12 8.260000
410120 2005 1 9.070000
410120 2005 2 10.040000
410120 2005 3 12.950000
410120 2005 4 17.740000
410120 2005 5 21.690001
410120 2005 6 26.549999
410120 2005 7 27.809999
410120 2005 8 27.290001
410120 2005 9 26.469999
410120 2005 10 18.510000
410120 2005 11 14.530000
410120 2005 12 6.840000
410120 2006 1 11.930000
410120 2006 2 9.370000
410120 2006 3 15.920000
410120 2006 4 21.290001
410120 2006 5 24.459999
410120 2006 6 26.719999
410120 2006 7 29.559999
410120 2006 8 30.820000
410120 2006 9 22.780001
410120 2006 10 19.410000
410120 2006 11 14.570000
410120 2006 12 8.720000
410120 2007 1 4.800000
410120 2007 2 8.740000
410120 2007 3 16.920000
410120 2007 4 16.120001
410120 2007 5 22.010000
410120 2007 6 25.100000
410120 2007 7 25.910000
410120 2007 8 28.110001
410120 2007 9 25.110001
410120 2007 10 20.469999
410120 2007 11 13.760000
410120 2007 12 8.060000
410120 2008 1 6.930000
410120 2008 2 10.930000
410120 2008 3 13.880000
410120 2008 4 17.790001
410120 2008 5 23.170000
410120 2008 6 28.370001
410120 2008 7 28.510000
410120 2008 8 27.500000
410120 2008 9 22.809999
410120 2008 10 18.379999
410120 2008 11 14.150000
410120 2008 12 8.290000
410120 2009 1 7.580000
410120 2009 2 12.980000
410120 2009 3 16.100000
410120 2009 4 17.639999
410120 2009 5 21.830000
410120 2009 6 28.090000
410120 2009 7 29.070000
410120 2009 8 29.070000
410120 2009 9 22.660000
410120 2009 10 16.320000
410120 2009 11 13.930000
410120 2009 12 5.300000
410120 2010 1 5.920000
410120 2010 2 5.260000
410120 2010 3 12.930000
410120 2010 4 18.000000
410120 2010 5 21.879999
410120 2010 6 28.030001
410120 2010 7 27.910000
410120 2010 8 29.799999
410120 2010 9 25.580000
410120 2010 10 19.030001
410120 2010 11 13.780000
410120 2010 12 9.170000
410120 2011 1 5.780000
410120 2011 2 9.130000
410120 2011 3 16.309999
410120 2011 4 21.570000
410120 2011 5 25.040001
410120 2011 6 30.780001
410120 2011 7 31.980000
410120 2011 8 32.540001
410120 2011 9 24.520000
410120 2011 10 18.610001
410120 2011 11 13.090000
410120 2011 12 6.670000
410120 2012 1 9.720000
410120 2012 2 10.020000
410120 2012 3 15.940000
410120 2012 4 21.530001
410120 2012 5 24.389999
410120 2012 6 27.360001
410120 2012 7 29.280001
410120 2012 8 29.100000
410120 2012 9 24.559999
410120 2012 10 18.129999
410120 2012 11 14.560000
410120 2012 12 8.820000
410120 2013 1 8.360000
410120 2013 2 9.340000
410120 2013 3 13.410000
410120 2013 4 15.620000
410120 2013 5 22.840000
410120 2013 6 27.360001
410120 2013 7 27.570000
410120 2013 8 28.160000
410120 2013 9 25.440001
410120 2013 10 18.250000
410120 2013 11 11.120000
410120 2013 12 6.440000
